,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,model_answer
8357,hg05,True,50,14,1,22,2,0.98955745932357785932254046201706,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small blue rectangle,True
8358,hg05,True,51,14,0,0,24,0.0019104030285461703897453844547272,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large yellow circle,False
8359,hg05,True,52,14,0,1,23,0.052267217118810549436602741479874,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small green circle,False
8360,hg05,True,53,14,1,24,0,0.99723400151674468361306935548782,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small blue triangle,True
8361,hg05,True,54,15,0,0,24,0.0310140010483337391633540391922,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium blue circle,False
8362,hg05,True,55,15,0,0,24,0.00093401600213383062509819865226746,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large yellow circle,False
8363,hg05,True,56,15,0,0,24,0.028202981628851375717204064130783,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large blue circle,False
8364,hg05,True,57,15,1,23,1,0.99591690985562308924272656440735,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium green rectangle,True
8365,hg05,True,58,15,0,1,23,0.015570881665439628704916685819626,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small yellow circle,False
8366,hg05,True,59,16,1,23,1,0.99807565535422781977104023098946,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium green triangle,True
8367,hg05,True,60,16,1,23,1,0.98990042580635417834855616092682,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large blue rectangle,True
8368,hg05,True,61,16,1,22,2,0.99528111044173783739097416400909,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small yellow rectangle,True
8369,hg05,True,62,16,0,0,24,0.0085549969203384534921497106552124,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium green circle,False
8370,hg05,True,63,16,1,23,1,0.99521483680405253835488110780716,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large yellow triangle,True
8371,hg05,True,64,17,1,24,0,0.99843835567480709869414567947388,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large blue rectangle,True
8372,hg05,True,65,17,1,24,0,0.99954254559486344078322872519493,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium yellow triangle,True
8373,hg05,True,66,17,0,1,23,0.018119026497856793866958469152451,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small green circle,False
8374,hg05,True,67,17,1,24,0,0.99912259013478887936798855662346,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large green triangle,True
8375,hg05,True,68,17,1,24,0,0.99930868766273306391667574644089,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium yellow rectangle,True
8376,hg05,True,69,18,0,2,22,0.00092021599971303658094257116317749,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large green circle,False
8377,hg05,True,70,19,1,23,1,0.99665767861392851045820862054825,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large blue rectangle,True
8378,hg05,True,71,19,0,2,22,0.014999757008354208664968609809875,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small green circle,False
8379,hg05,True,72,20,1,23,1,0.99129128273341393651207908987999,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium yellow rectangle,True
8380,hg05,True,73,20,1,23,1,0.99132447489182595745660364627838,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large yellow rectangle,True
8381,hg05,True,74,20,1,24,0,0.99087852669129006244475021958351,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large blue rectangle,True
8382,hg05,True,75,20,1,23,1,0.99132250392972309782635420560837,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium green rectangle,True
8383,hg05,True,76,21,0,1,23,0.0039561804310324077960103750228882,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large yellow circle,False
8384,hg05,True,77,21,1,23,1,0.99936232108268541196594014763832,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small green rectangle,True
8385,hg05,True,78,21,1,24,0,0.99953675397807728586485609412193,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large green rectangle,True
8386,hg05,True,79,21,1,24,0,0.99912224871127364167477935552597,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large blue rectangle,True
8387,hg05,True,80,21,0,0,24,0.018486277307715681672561913728714,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small green circle,False
8388,hg05,True,81,22,0,0,24,0.055263801056867123406846076250076,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium blue circle,False
8389,hg05,True,82,22,1,23,1,0.99687546981920149846700951457024,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large yellow triangle,True
8390,hg05,True,83,23,1,22,2,0.99860717193314485484734177589417,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",large blue rectangle,True
8391,hg05,True,84,23,1,22,2,0.99941558525176787952659651637077,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium green rectangle,True
8392,hg05,True,85,23,1,23,1,0.9986117383074315512203611433506,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium yellow triangle,True
8393,hg05,True,86,24,1,23,1,0.99876659941162415634607896208763,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small green triangle,True
8394,hg05,True,87,24,1,24,0,0.99913514471791131654754281044006,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",medium yellow triangle,True
8395,hg05,True,88,24,0,2,22,0.01985847186961109400726854801178,"""λx.apply7(not,apply1(circle,x.o))""
",not circle,"def is_rule(obj):
    return not obj.circle",small green circle,False
2472,hg06,True,0,0,1,13,12,0.50258822969931316038127988576889,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue triangle,True
2473,hg06,True,1,0,1,12,13,0.50001348122782474092673510313034,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue rectangle,True
2474,hg06,True,2,0,1,12,13,0.44826454770611690037185326218605,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow circle,False
2475,hg06,True,3,0,1,14,11,0.53770000393865302612539380788803,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue circle,True
2476,hg06,True,4,0,1,13,12,0.47952959353506230399943888187408,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green circle,False
2477,hg06,True,5,1,0,17,7,0.66477712768028140999376773834229,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow triangle,True
2478,hg06,True,6,1,1,18,6,0.83391880654664873873116448521614,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue circle,True
2479,hg06,True,7,2,0,5,19,0.28681427133108172711217775940895,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow triangle,False
2480,hg06,True,8,2,0,7,17,0.29430762558661172079155221581459,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow triangle,False
2481,hg06,True,9,3,1,21,3,0.82241276417516928631812334060669,"""λx.apply7(not,apply1(triangle,x.o))""
",not triangle,"def is_rule(obj):
    return not obj.triangle",small blue circle,True
2482,hg06,True,10,3,0,10,14,0.32869200008656207501189783215523,"""λx.apply7(not,apply1(triangle,x.o))""
",not triangle,"def is_rule(obj):
    return not obj.triangle",large yellow rectangle,False
2483,hg06,True,11,3,0,10,14,0.36819703199830655648838728666306,"""λx.apply7(not,apply1(triangle,x.o))""
",not triangle,"def is_rule(obj):
    return not obj.triangle",medium yellow rectangle,False
2484,hg06,True,12,3,0,3,21,0.1649473960339946643216535449028,"""λx.apply7(not,apply1(triangle,x.o))""
",not triangle,"def is_rule(obj):
    return not obj.triangle",medium yellow triangle,False
2485,hg06,True,13,4,1,23,1,0.90588871136708348785759881138802,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",medium blue circle,True
2486,hg06,True,14,4,1,18,6,0.65752163828028642456047236919403,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",medium blue rectangle,True
2487,hg06,True,15,4,1,19,5,0.68366818215326929930597543716431,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",small blue triangle,True
2488,hg06,True,16,5,0,1,23,0.082221267766271921573206782341003,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",small yellow triangle,False
2489,hg06,True,17,6,0,2,22,0.13771164373247302137315273284912,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",small yellow rectangle,False
2490,hg06,True,18,6,1,22,2,0.81547523638835173187544569373131,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",large blue rectangle,True
2491,hg06,True,19,7,0,1,23,0.13757444543739438813645392656326,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",large yellow rectangle,False
2492,hg06,True,20,7,1,19,5,0.66231540914623110438697040081024,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",large green circle,True
2493,hg06,True,21,7,0,14,10,0.38747816497868825535988435149193,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",large green triangle,False
2494,hg06,True,22,7,0,13,11,0.32129633376757738005835562944412,"""λx.apply7(not,apply1(yellow,x.o))""
",not yellow,"def is_rule(obj):
    return not obj.yellow",small green rectangle,False
2495,hg06,True,23,8,1,19,5,0.72335702821806080464739352464676,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow circle,True
2496,hg06,True,24,8,0,2,22,0.044018488022743440524209290742874,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow rectangle,False
2497,hg06,True,25,8,1,21,3,0.92289717060953080363105982542038,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium blue circle,True
2498,hg06,True,26,8,1,22,2,0.868971860809665486158337444067,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large blue triangle,True
2499,hg06,True,27,9,1,18,6,0.88461621959572767082136124372482,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green circle,True
2500,hg06,True,28,9,1,22,2,0.97133983307674043317092582583427,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large blue circle,True
2501,hg06,True,29,10,1,20,4,0.81742736496062207152135670185089,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small blue rectangle,True
2502,hg06,True,30,11,1,19,5,0.72304542440895147592527791857719,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small yellow circle,True
2503,hg06,True,31,11,0,5,19,0.24687821985480695730075240135193,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green triangle,False
2504,hg06,True,32,11,1,20,4,0.94845191148522189905634149909019,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small blue triangle,True
2505,hg06,True,33,11,0,5,19,0.20727563074467525439104065299034,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green rectangle,False
2506,hg06,True,34,12,1,21,2,0.9611653120546179707162082195282,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium blue circle,True
2507,hg06,True,35,12,0,2,21,0.028789276272732422512490302324295,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow rectangle,False
2508,hg06,True,36,12,0,2,21,0.050269567092755096382461488246918,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large yellow rectangle,False
2509,hg06,True,37,12,1,20,3,0.95959933610856751329265534877777,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large blue triangle,True
2510,hg06,True,38,13,0,2,21,0.020536253179784580424893647432327,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow triangle,False
2511,hg06,True,39,13,0,1,22,0.039731892467784746258985251188278,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small yellow triangle,False
2512,hg06,True,40,13,1,20,3,0.87596430574330952367745339870453,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large green circle,True
2513,hg06,True,41,14,0,1,22,0.029544422525077607133425772190094,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large yellow rectangle,False
2514,hg06,True,42,14,0,4,19,0.098593158562721328053157776594162,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large green triangle,False
2515,hg06,True,43,15,0,1,22,0.019089511727884200809057801961899,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small yellow rectangle,False
2516,hg06,True,44,15,0,1,22,0.011629234217252815142273902893066,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow rectangle,False
2517,hg06,True,45,15,1,19,4,0.85938423676179809262976050376892,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium blue rectangle,True
2518,hg06,True,46,16,0,3,20,0.038674228373224650567863136529922,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green rectangle,False
2519,hg06,True,47,16,1,18,5,0.85704255486280089826323091983795,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small green circle,True
2520,hg06,True,48,16,1,21,2,0.85598289800907423341413959860802,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green circle,True
2521,hg06,True,49,16,1,20,3,0.95750558384293071867432445287704,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium blue circle,True
2522,hg06,True,50,16,0,1,22,0.059426116722988808760419487953186,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large green triangle,False
2523,hg06,True,51,17,1,22,1,0.98667109571476885321317240595818,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large green circle,True
2524,hg06,True,52,17,1,19,4,0.96869576015194525098195299506187,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow circle,True
2525,hg06,True,53,17,0,4,19,0.015440654080748572596348822116852,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small green triangle,False
2526,hg06,True,54,17,1,22,1,0.98574272166388254845514893531799,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium blue circle,True
2527,hg06,True,55,17,0,3,20,0.0057558424576882316614501178264618,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green rectangle,False
2528,hg06,True,56,18,1,21,2,0.99193141377088522858684882521629,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large yellow circle,True
2529,hg06,True,57,18,1,22,1,0.99442488980071175319608300924301,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small green circle,True
2530,hg06,True,58,18,1,20,3,0.9911083165438867581542581319809,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small blue circle,True
2531,hg06,True,59,19,0,1,22,0.011230914177303930046036839485168,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large yellow rectangle,False
2532,hg06,True,60,19,0,2,21,0.0040553898737698546028696000576019,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green rectangle,False
2533,hg06,True,61,19,0,3,20,0.012966933193865770590491592884064,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green triangle,False
2534,hg06,True,62,19,0,2,21,0.0031745758578836102969944477081299,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow rectangle,False
2535,hg06,True,63,19,1,20,3,0.90574040170804437366314232349396,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium blue triangle,True
2536,hg06,True,64,20,0,3,20,0.00024236437502622720785439014434814,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green rectangle,False
2537,hg06,True,65,20,0,0,23,0.0016739491027237818343564867973328,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small yellow rectangle,False
2538,hg06,True,66,21,1,22,1,0.984175114418690100137609988451,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small green circle,True
2539,hg06,True,67,22,0,3,20,0.019393284233387930726166814565659,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green triangle,False
2540,hg06,True,68,22,1,17,6,0.92129149288291500852210447192192,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large blue triangle,True
2541,hg06,True,69,22,1,15,8,0.83687192623722239659400656819344,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large blue rectangle,True
2542,hg06,True,70,22,1,21,2,0.99250224812465148716000840067863,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium green circle,True
2543,hg06,True,71,23,1,21,2,0.99614682240360252762911841273308,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small green circle,True
2544,hg06,True,72,23,0,2,21,0.016635736839930359565187245607376,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large green triangle,False
2545,hg06,True,73,23,1,21,2,0.97119726899688885168870911002159,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",large blue circle,True
2546,hg06,True,74,24,0,3,20,0.0028071818225043898564763367176056,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small yellow triangle,False
2547,hg06,True,75,24,0,3,20,0.0039069122663022426422685384750366,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small green rectangle,False
2548,hg06,True,76,24,1,23,0,0.9969029355114571444573812186718,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",small green circle,True
2549,hg06,True,77,24,0,1,22,0.00089697075134154147235676646232605,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",circle or blue,"def is_rule(obj):
    return obj.circle or obj.blue",medium yellow triangle,False
6804,hg07,True,0,0,1,7,15,0.49492766877256144653074443340302,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue triangle,False
6805,hg07,True,1,0,1,11,11,0.45132582847145386040210723876953,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow circle,False
6806,hg07,True,2,0,1,16,6,0.43430656444559190276777371764183,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow triangle,False
6807,hg07,True,3,0,1,5,17,0.49527145585727794241392984986305,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green circle,False
6808,hg07,True,4,1,1,18,4,0.79358441687588765489635989069939,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue triangle,True
6809,hg07,True,5,1,0,11,11,0.65923304783757430413970723748207,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green rectangle,True
6810,hg07,True,6,2,1,20,2,0.65380972609636955894529819488525,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",large yellow triangle,True
6811,hg07,True,7,3,1,15,7,0.68392748451833540457300841808319,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow circle,True
6812,hg07,True,8,4,1,20,2,0.69999535123827172355959191918373,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green circle,True
6813,hg07,True,9,4,1,20,2,0.65465248671864628704497590661049,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow triangle,True
6814,hg07,True,10,4,1,20,2,0.73716755343968998204218223690987,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green circle,True
6815,hg07,True,11,4,1,19,3,0.70036634328539548732805997133255,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,True
6816,hg07,True,12,4,1,17,5,0.7091312539389491576002910733223,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue circle,True
6817,hg07,True,13,5,1,22,0,0.92029089971833855088334530591965,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue triangle,True
6818,hg07,True,14,5,0,6,16,0.68058218615544774365844205021858,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green rectangle,True
6819,hg07,True,15,5,1,21,1,0.90605663101314348750747740268707,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow triangle,True
6820,hg07,True,16,6,1,21,1,0.87659410093851874989923089742661,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",medium yellow triangle,True
6821,hg07,True,17,6,0,3,19,0.56480831105579909490188583731651,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",large blue rectangle,True
6822,hg07,True,18,6,0,2,20,0.4939599219110277772415429353714,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",large yellow rectangle,False
6823,hg07,True,19,7,1,19,3,0.9218153822829435739549808204174,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",small green circle,True
6824,hg07,True,20,7,0,1,21,0.17792340913740645191865041851997,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",medium blue rectangle,False
6825,hg07,True,21,7,1,19,3,0.9416720704790577656240202486515,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",large green triangle,True
6826,hg07,True,22,7,0,0,22,0.19122320042345108959125354886055,"""λx.apply7(not,apply1(rectangle,x.o))""
",not rectangle,"def is_rule(obj):
    return not obj.rectangle",small blue rectangle,False
