,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer,to_annotate
8147,blue or (larger or equal in size to all other objects),False,51,21,1,13,12,0.6380438303284564,"""λx.apply7(not,exists(apply2(size-gt,x.o), filter(large, x.s)))""
",medium green triangle,hg34,21,True,False
8148,blue or (larger or equal in size to all other objects),False,52,21,1,22,3,0.7650995035185133,"""λx.apply7(not,exists(apply2(size-gt,x.o), filter(large, x.s)))""
",medium green rectangle,hg34,21,True,False
8149,blue or (larger or equal in size to all other objects),False,53,21,0,5,20,0.3962466895828811,"""λx.apply7(not,exists(apply2(size-gt,x.o), filter(large, x.s)))""
",small yellow circle,hg34,21,False,False
8150,blue or (larger or equal in size to all other objects),False,54,22,0,12,13,0.48806857540910187,"""λx.apply7(not,apply1(compose11(compose8(and,small),yellow),x.o))""
",medium yellow rectangle,hg34,22,False,False
8151,blue or (larger or equal in size to all other objects),False,55,22,1,21,4,0.9282937268318392,"""λx.apply7(not,apply1(compose11(compose8(and,small),yellow),x.o))""
",medium blue rectangle,hg34,22,True,False
8152,blue or (larger or equal in size to all other objects),False,56,22,0,13,12,0.5785385373445706,"""λx.apply7(not,apply1(compose11(compose8(and,small),yellow),x.o))""
",medium green circle,hg34,22,True,False
8153,blue or (larger or equal in size to all other objects),False,57,22,0,7,18,0.4840438661173039,"""λx.apply7(not,apply1(compose11(compose8(and,small),yellow),x.o))""
",small green rectangle,hg34,22,False,False
8154,blue or (larger or equal in size to all other objects),False,58,22,1,25,0,0.9689568206841841,"""λx.apply7(not,apply1(compose11(compose8(and,small),yellow),x.o))""
",large green triangle,hg34,22,True,False
8155,blue or (larger or equal in size to all other objects),False,59,23,1,24,1,0.9726947023286812,"""λx.apply1(compose2(apply9(compose5(or,not),exists(apply3(size-lt,x.o), x.s)),blue),x.o)""
",large yellow rectangle,hg34,23,True,False
8156,blue or (larger or equal in size to all other objects),False,60,23,1,24,1,0.9972547025110998,"""λx.apply1(compose2(apply9(compose5(or,not),exists(apply3(size-lt,x.o), x.s)),blue),x.o)""
",large blue triangle,hg34,23,True,False
8157,blue or (larger or equal in size to all other objects),False,61,23,0,3,22,0.013514353671666868,"""λx.apply1(compose2(apply9(compose5(or,not),exists(apply3(size-lt,x.o), x.s)),blue),x.o)""
",small yellow rectangle,hg34,23,False,False
8158,blue or (larger or equal in size to all other objects),False,62,24,1,22,3,0.9815052207616191,"""λx.apply1(compose2(apply9(compose5(or,not),exists(apply3(size-lt,x.o), x.s)),blue),x.o)""
",large yellow triangle,hg34,24,True,False
8159,blue or (larger or equal in size to all other objects),False,63,24,1,22,3,0.982590645229493,"""λx.apply1(compose2(apply9(compose5(or,not),exists(apply3(size-lt,x.o), x.s)),blue),x.o)""
",large green circle,hg34,24,True,False
8160,blue or (larger or equal in size to all other objects),False,64,25,0,2,22,0.12225351094116377,"""λx.apply1(compose11(compose8(or,blue),large),x.o)""
",small green triangle,hg34,25,False,False
8161,blue or (larger or equal in size to all other objects),False,65,25,0,3,21,0.039742894656797034,"""λx.apply1(compose11(compose8(or,blue),large),x.o)""
",small yellow circle,hg34,25,False,False
8162,blue or (larger or equal in size to all other objects),False,66,25,0,12,12,0.1953105601818379,"""λx.apply1(compose11(compose8(or,blue),large),x.o)""
",medium green triangle,hg34,25,False,False
8163,blue or (larger or equal in size to all other objects),False,67,25,1,14,10,0.8254776883566137,"""λx.apply1(compose11(compose8(or,blue),large),x.o)""
",small blue triangle,hg34,25,True,False
8164,blue or (larger or equal in size to all other objects),False,68,25,1,23,1,0.997801062527742,"""λx.apply1(compose11(compose8(or,blue),large),x.o)""
",large blue rectangle,hg34,25,True,False
749,larger than some other object,False,0,1,1,19,4,0.48230241222734094,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large blue triangle,hg35,1,False,False
750,larger than some other object,False,1,1,0,9,14,0.4911686629633323,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue circle,hg35,1,False,False
751,larger than some other object,False,2,2,0,5,18,0.43601217254934,"""λx.apply1(large,x.o)""
",small green rectangle,hg35,2,False,False
752,larger than some other object,False,3,3,0,0,23,0.25741454985575274,"""λx.apply1(large,x.o)""
",small green circle,hg35,3,False,False
753,larger than some other object,False,4,4,1,1,22,0.367750934118817,"""λx.apply1(large,x.o)""
",medium blue circle,hg35,4,False,False
754,larger than some other object,False,5,4,0,4,19,0.2368141485292199,"""λx.apply1(large,x.o)""
",small green triangle,hg35,4,False,False
755,larger than some other object,False,6,4,1,7,16,0.3419673946465309,"""λx.apply1(large,x.o)""
",medium green triangle,hg35,4,False,False
756,larger than some other object,False,7,4,1,14,9,0.41795240455167004,"""λx.apply1(large,x.o)""
",medium blue triangle,hg35,4,False,False
757,larger than some other object,False,8,4,1,22,1,0.5993490269883068,"""λx.apply1(large,x.o)""
",large blue triangle,hg35,4,True,False
758,larger than some other object,False,9,5,1,10,13,0.5822703180102735,"""λx.apply7(not,apply1(small,x.o))""
",large yellow circle,hg35,5,True,False
759,larger than some other object,False,10,5,0,6,17,0.43937798068191114,"""λx.apply7(not,apply1(small,x.o))""
",small blue circle,hg35,5,False,False
760,larger than some other object,False,11,6,0,7,16,0.45426478535830483,"""λx.apply7(not,apply1(small,x.o))""
",medium green circle,hg35,6,False,False
761,larger than some other object,False,12,6,0,13,10,0.5217291123076393,"""λx.apply7(not,apply1(small,x.o))""
",medium blue triangle,hg35,6,True,False
762,larger than some other object,False,13,7,0,1,22,0.06948418619629138,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green circle,hg35,7,False,False
763,larger than some other object,False,14,7,0,0,23,0.09280457136821951,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green triangle,hg35,7,False,False
764,larger than some other object,False,15,8,0,7,16,0.15117581152355797,"""λx.apply1(large,x.o)""
",medium yellow circle,hg35,8,False,False
765,larger than some other object,False,16,9,1,12,11,0.45842329808124305,"""λx.apply1(large,x.o)""
",medium blue circle,hg35,9,False,False
766,larger than some other object,False,17,9,0,0,23,0.1394873179121987,"""λx.apply1(large,x.o)""
",small green rectangle,hg35,9,False,False
767,larger than some other object,False,18,9,1,22,1,0.5472550034626238,"""λx.apply1(large,x.o)""
",large yellow circle,hg35,9,True,False
768,larger than some other object,False,19,9,1,21,2,0.6703168264650685,"""λx.apply1(large,x.o)""
",large blue circle,hg35,9,True,False
769,larger than some other object,False,20,10,0,1,22,0.11850230745653789,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow circle,hg35,10,False,False
770,larger than some other object,False,21,11,1,22,1,0.8248638912127717,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue triangle,hg35,11,True,False
771,larger than some other object,False,22,11,0,1,22,0.11837844900935579,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow triangle,hg35,11,False,False
772,larger than some other object,False,23,12,1,21,2,0.7395012462036448,"""λx.apply1(large,x.o)""
",large yellow triangle,hg35,12,True,False
773,larger than some other object,False,24,12,0,1,22,0.26399890628817957,"""λx.apply1(large,x.o)""
",small blue triangle,hg35,12,False,False
774,larger than some other object,False,25,12,1,19,4,0.46889997749110535,"""λx.apply1(large,x.o)""
",medium yellow circle,hg35,12,False,False
775,larger than some other object,False,26,12,0,0,23,0.10150488087731446,"""λx.apply1(large,x.o)""
",small yellow rectangle,hg35,12,False,False
776,larger than some other object,False,27,13,0,8,15,0.18820087234610128,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium green triangle,hg35,13,False,False
777,larger than some other object,False,28,13,1,23,0,0.8589364704100717,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue triangle,hg35,13,True,False
778,larger than some other object,False,29,13,0,11,12,0.22581611613361474,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium blue rectangle,hg35,13,False,False
779,larger than some other object,False,30,14,1,16,7,0.6645729349994554,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium green circle,hg35,14,True,False
780,larger than some other object,False,31,14,0,1,22,0.03997362437189622,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small blue triangle,hg35,14,False,False
781,larger than some other object,False,32,14,1,10,13,0.6297349566187904,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium yellow rectangle,hg35,14,True,False
782,larger than some other object,False,33,14,1,23,0,0.9708591771156989,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue circle,hg35,14,True,False
783,larger than some other object,False,34,14,1,21,2,0.9352172632477505,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large green triangle,hg35,14,True,False
784,larger than some other object,False,35,15,0,9,14,0.06177878654750657,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium yellow rectangle,hg35,15,False,False
785,larger than some other object,False,36,16,0,1,22,0.023337318778089866,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small blue rectangle,hg35,16,False,False
786,larger than some other object,False,37,16,0,0,23,0.04305113674536187,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow circle,hg35,16,False,False
787,larger than some other object,False,38,16,1,22,1,0.9427230467733807,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large green triangle,hg35,16,True,False
788,larger than some other object,False,39,16,1,22,1,0.9493249236908241,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large yellow circle,hg35,16,True,False
789,larger than some other object,False,40,16,0,0,23,0.021905699732883477,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green rectangle,hg35,16,False,False
790,larger than some other object,False,41,17,1,22,1,0.944396198076447,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue circle,hg35,17,True,False
791,larger than some other object,False,42,17,0,0,23,0.004119434338463179,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small blue rectangle,hg35,17,False,False
792,larger than some other object,False,43,17,1,22,1,0.9415091940228422,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue rectangle,hg35,17,True,False
793,larger than some other object,False,44,18,0,1,22,0.01644672082386478,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow circle,hg35,18,False,False
794,larger than some other object,False,45,19,0,8,15,0.09033125087182725,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium blue circle,hg35,19,False,False
795,larger than some other object,False,46,19,0,7,16,0.08511435550497026,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium blue rectangle,hg35,19,False,False
796,larger than some other object,False,47,20,1,23,0,0.8759102090689339,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large yellow triangle,hg35,20,True,False
797,larger than some other object,False,48,20,0,0,23,0.007131089040740335,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow rectangle,hg35,20,False,False
798,larger than some other object,False,49,21,1,17,6,0.6264172076130308,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium yellow triangle,hg35,21,True,False
799,larger than some other object,False,50,21,1,22,1,0.9495889484172721,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue rectangle,hg35,21,True,False
800,larger than some other object,False,51,21,0,0,23,0.00441433581227102,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green rectangle,hg35,21,False,False
801,larger than some other object,False,52,21,1,22,1,0.9663192772824232,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large green rectangle,hg35,21,True,False
802,larger than some other object,False,53,22,0,6,17,0.04499561957959486,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium blue triangle,hg35,22,False,False
803,larger than some other object,False,54,23,0,0,23,0.006824994575254095,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green triangle,hg35,23,False,False
804,larger than some other object,False,55,23,1,23,0,0.9710579485430344,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large yellow triangle,hg35,23,True,False
805,larger than some other object,False,56,23,0,1,22,0.013499722853680396,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow circle,hg35,23,False,False
806,larger than some other object,False,57,23,1,23,0,0.9682556102038689,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue triangle,hg35,23,True,False
807,larger than some other object,False,58,24,0,1,22,0.002470518667678334,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow rectangle,hg35,24,False,False
808,larger than some other object,False,59,24,0,0,23,0.0017325126059404283,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green rectangle,hg35,24,False,False
809,larger than some other object,False,60,24,1,17,6,0.7326210575831738,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium yellow triangle,hg35,24,True,False
810,larger than some other object,False,61,24,1,17,6,0.7342572034723389,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium green circle,hg35,24,True,False
811,larger than some other object,False,62,24,1,18,5,0.7345749260321099,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium blue circle,hg35,24,True,False
812,larger than some other object,False,63,25,0,2,21,0.003503358767488862,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small blue circle,hg35,25,False,False
813,larger than some other object,False,64,25,1,21,2,0.9889904639003362,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium yellow triangle,hg35,25,True,False
814,larger than some other object,False,65,25,1,18,5,0.9865026865767277,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium green rectangle,hg35,25,True,False
815,larger than some other object,False,66,25,1,20,3,0.9878959847261513,"""λx.exists(apply3(size-gt,x.o), x.s)""
",medium yellow rectangle,hg35,25,True,False
816,larger than some other object,False,67,25,0,0,23,0.0022323055412698523,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow circle,hg35,25,False,False
7936,larger than a blue object,False,0,1,0,10,11,0.48871858107452226,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small blue rectangle,hg36,1,False,False
7937,larger than a blue object,False,1,1,1,9,12,0.46516496137246577,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue rectangle,hg36,1,False,False
7938,larger than a blue object,False,2,1,1,7,14,0.45772752505047265,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green rectangle,hg36,1,False,False
7939,larger than a blue object,False,3,1,1,10,11,0.5083418106532918,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue circle,hg36,1,True,False
7940,larger than a blue object,False,4,2,0,16,5,0.6307978862122354,"""λx.apply7(not,apply1(small,x.o))""
",medium yellow circle,hg36,2,True,False
7941,larger than a blue object,False,5,3,1,2,19,0.3656949747331737,"""λx.apply7(not,apply1(yellow,x.o))""
",large yellow circle,hg36,3,False,False
7942,larger than a blue object,False,6,3,0,4,17,0.3374237856937725,"""λx.apply7(not,apply1(yellow,x.o))""
",small yellow triangle,hg36,3,False,False
7943,larger than a blue object,False,7,3,0,14,7,0.6410432460910442,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue rectangle,hg36,3,True,False
7944,larger than a blue object,False,8,4,0,2,19,0.2609223053831329,"""λx.apply1(large,x.o)""
",small blue triangle,hg36,4,False,False
7945,larger than a blue object,False,9,4,1,17,4,0.5167828540922983,"""λx.apply1(large,x.o)""
",large blue triangle,hg36,4,True,False
7946,larger than a blue object,False,10,4,1,7,14,0.3935324173793333,"""λx.apply1(large,x.o)""
",medium blue rectangle,hg36,4,False,False
7947,larger than a blue object,False,11,4,0,6,15,0.3722108578140251,"""λx.apply1(large,x.o)""
",small green circle,hg36,4,False,False
7948,larger than a blue object,False,12,5,0,7,14,0.312128181195817,"""λx.apply7(not,apply1(small,x.o))""
",medium yellow rectangle,hg36,5,False,False
7949,larger than a blue object,False,13,5,1,15,6,0.7535442824886331,"""λx.apply7(not,apply1(small,x.o))""
",large yellow rectangle,hg36,5,True,False
7950,larger than a blue object,False,14,5,1,15,6,0.6437605272604969,"""λx.apply7(not,apply1(small,x.o))""
",large green circle,hg36,5,True,False
7951,larger than a blue object,False,15,5,0,7,14,0.2954351958871939,"""λx.apply7(not,apply1(small,x.o))""
",medium blue triangle,hg36,5,False,False
7952,larger than a blue object,False,16,6,0,2,19,0.07739300280718453,"""λx.apply1(large,x.o)""
",small yellow circle,hg36,6,False,False
7953,larger than a blue object,False,17,6,0,11,10,0.34418339437843315,"""λx.apply1(large,x.o)""
",medium blue triangle,hg36,6,False,False
7954,larger than a blue object,False,18,7,1,15,6,0.7459420358890156,"""λx.apply1(large,x.o)""
",large blue triangle,hg36,7,True,False
7955,larger than a blue object,False,19,7,0,2,19,0.0881176971330433,"""λx.apply1(large,x.o)""
",small blue circle,hg36,7,False,False
7956,larger than a blue object,False,20,8,0,16,5,0.5400908243201457,"""λx.apply1(large,x.o)""
",large blue circle,hg36,8,True,False
7957,larger than a blue object,False,21,9,0,8,13,0.2078312084108802,"""λx.exists(apply3(size-gt,x.o), filter(compose2(not,yellow), x.s))""
",medium green rectangle,hg36,9,False,False
7958,larger than a blue object,False,22,9,1,19,2,0.6750314207882866,"""λx.exists(apply3(size-gt,x.o), filter(compose2(not,yellow), x.s))""
",large yellow rectangle,hg36,9,True,False
7959,larger than a blue object,False,23,9,0,5,16,0.10117015148034625,"""λx.exists(apply3(size-gt,x.o), filter(compose2(not,yellow), x.s))""
",medium blue triangle,hg36,9,False,False
7960,larger than a blue object,False,24,10,0,11,10,0.3374333599882675,"""λx.apply1(large,x.o)""
",large blue circle,hg36,10,False,False
7961,larger than a blue object,False,25,10,0,14,7,0.33654029334047664,"""λx.apply1(large,x.o)""
",large blue triangle,hg36,10,False,False
7962,larger than a blue object,False,26,11,0,1,20,0.04504777800957527,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small blue circle,hg36,11,False,False
7963,larger than a blue object,False,27,11,1,15,6,0.6478859764052913,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large blue circle,hg36,11,True,False
7964,larger than a blue object,False,28,11,1,20,1,0.6430668863569053,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large yellow circle,hg36,11,True,False
7965,larger than a blue object,False,29,11,0,0,21,0.08576195283956167,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green circle,hg36,11,False,False
7966,larger than a blue object,False,30,12,0,2,19,0.009800226064385242,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small green circle,hg36,12,False,False
7967,larger than a blue object,False,31,12,0,2,19,0.017334763302073952,"""λx.exists(apply3(size-gt,x.o), x.s)""
",small yellow circle,hg36,12,False,False
7968,larger than a blue object,False,32,12,0,17,4,0.6127067412639917,"""λx.exists(apply3(size-gt,x.o), x.s)""
",large green triangle,hg36,12,True,False
7969,larger than a blue object,False,33,13,0,2,19,0.0273365469276996,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",small yellow circle,hg36,13,False,False
7970,larger than a blue object,False,34,13,0,12,9,0.28437139066761574,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",medium green rectangle,hg36,13,False,False
7971,larger than a blue object,False,35,13,0,3,18,0.06829766198507059,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",small yellow rectangle,hg36,13,False,False
7972,larger than a blue object,False,36,13,0,2,19,0.04875430269271419,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",small yellow triangle,hg36,13,False,False
7973,larger than a blue object,False,37,14,0,1,20,0.03141921406893289,"""λx.apply1(large,x.o)""
",medium yellow circle,hg36,14,False,False
7974,larger than a blue object,False,38,14,0,1,20,0.022667320644131905,"""λx.apply1(large,x.o)""
",medium green triangle,hg36,14,False,False
7975,larger than a blue object,False,39,15,0,16,5,0.38317195170304785,"""λx.apply1(large,x.o)""
",large yellow triangle,hg36,15,False,False
7976,larger than a blue object,False,40,15,0,18,3,0.4138042669084143,"""λx.apply1(large,x.o)""
",large yellow rectangle,hg36,15,False,False
7977,larger than a blue object,False,41,15,0,1,20,0.03032361069176659,"""λx.apply1(large,x.o)""
",medium green rectangle,hg36,15,False,False
7978,larger than a blue object,False,42,16,0,1,20,0.025003298624937997,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg36,16,False,False
7979,larger than a blue object,False,43,16,0,5,16,0.07657466864475282,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg36,16,False,False
7980,larger than a blue object,False,44,16,0,9,12,0.11765059395725075,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg36,16,False,False
7981,larger than a blue object,False,45,16,0,6,15,0.11132261703289714,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg36,16,False,False
7982,larger than a blue object,False,46,17,0,8,13,0.08686255457564585,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg36,17,False,False
7983,larger than a blue object,False,47,17,0,3,18,0.10021770707533051,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg36,17,False,False
7984,larger than a blue object,False,48,18,0,4,17,0.027901196415541563,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg36,18,False,False
7985,larger than a blue object,False,49,18,0,11,10,0.1193681325515854,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg36,18,False,False
7986,larger than a blue object,False,50,18,0,0,21,0.009335499510939371,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg36,18,False,False
7987,larger than a blue object,False,51,18,0,11,10,0.12848552866091723,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg36,18,False,False
7988,larger than a blue object,False,52,19,0,1,20,0.08371700413272265,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg36,19,False,False
7989,larger than a blue object,False,53,19,1,11,10,0.5590675037184383,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg36,19,True,False
7990,larger than a blue object,False,54,19,1,3,18,0.40939777341725403,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg36,19,False,False
7991,larger than a blue object,False,55,20,0,13,8,0.10579785284824084,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",large blue circle,hg36,20,False,False
7992,larger than a blue object,False,56,20,0,2,19,0.008672280320524806,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",small green triangle,hg36,20,False,False
7993,larger than a blue object,False,57,20,0,6,15,0.04243424134347151,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",medium green triangle,hg36,20,False,False
7994,larger than a blue object,False,58,20,0,4,17,0.0386198696868405,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",medium green rectangle,hg36,20,False,False
7995,larger than a blue object,False,59,21,0,0,21,0.026374653646143997,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",medium yellow circle,hg36,21,False,False
7996,larger than a blue object,False,60,22,0,2,19,0.03384798046124615,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",small yellow triangle,hg36,22,False,False
7997,larger than a blue object,False,61,22,0,14,7,0.04585257251380881,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",large yellow circle,hg36,22,False,False
7998,larger than a blue object,False,62,23,1,12,9,0.552303858825212,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg36,23,True,False
7999,larger than a blue object,False,63,23,0,6,15,0.04497386498690048,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg36,23,False,False
8000,larger than a blue object,False,64,23,0,5,16,0.06633484269377732,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg36,23,False,False
8001,larger than a blue object,False,65,23,0,2,19,0.0150154647525369,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg36,23,False,False
8002,larger than a blue object,False,66,24,0,14,7,0.055283262209741224,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",large yellow rectangle,hg36,24,False,False
8003,larger than a blue object,False,67,24,0,2,19,0.008019764895720982,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",small green circle,hg36,24,False,False
8004,larger than a blue object,False,68,24,0,15,6,0.04049695123717356,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",large green circle,hg36,24,False,False
8005,larger than a blue object,False,69,25,0,2,19,0.043918088992199955,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",small blue rectangle,hg36,25,False,False
8006,larger than a blue object,False,70,25,1,14,7,0.5886062000826087,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",large blue rectangle,hg36,25,True,False
8007,larger than a blue object,False,71,25,1,8,13,0.6997548128914559,"""λx.exists(compose11(compose8(and,blue),apply3(size-gt,x.o)), x.s)""
",medium blue circle,hg36,25,True,False
165,same shape as a blue object,False,0,1,0,7,16,0.4925929301573433,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green circle,hg37,1,False,False
166,same shape as a blue object,False,1,1,1,6,17,0.4402728141175203,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small green triangle,hg37,1,False,False
167,same shape as a blue object,False,2,1,1,11,12,0.45682255541373706,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue triangle,hg37,1,False,False
168,same shape as a blue object,False,3,1,0,4,19,0.460878953991255,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small green rectangle,hg37,1,False,False
169,same shape as a blue object,False,4,2,0,4,19,0.2742503423301059,"""λx.apply1(triangle,x.o)""
",large green circle,hg37,2,False,False
170,same shape as a blue object,False,5,3,0,5,17,0.3743579479762502,"""λx.apply1(triangle,x.o)""
",medium yellow rectangle,hg37,3,False,False
171,same shape as a blue object,False,6,3,0,5,17,0.3424607760723575,"""λx.apply1(triangle,x.o)""
",medium green rectangle,hg37,3,False,False
172,same shape as a blue object,False,7,3,0,3,19,0.33566784050151455,"""λx.apply1(triangle,x.o)""
",small yellow circle,hg37,3,False,False
173,same shape as a blue object,False,8,3,0,2,20,0.24123548702402786,"""λx.apply1(triangle,x.o)""
",large yellow circle,hg37,3,False,False
174,same shape as a blue object,False,9,3,0,16,6,0.45006866728260775,"""λx.apply1(triangle,x.o)""
",medium yellow triangle,hg37,3,False,False
175,same shape as a blue object,False,10,4,0,1,21,0.055785966440794255,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg37,4,False,False
176,same shape as a blue object,False,11,4,0,1,21,0.02809385133195974,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow rectangle,hg37,4,False,False
177,same shape as a blue object,False,12,4,0,4,18,0.0715038901915932,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg37,4,False,False
178,same shape as a blue object,False,13,5,1,5,17,0.39391475659033404,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg37,5,False,False
179,same shape as a blue object,False,14,5,0,1,21,0.0226065110075524,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow rectangle,hg37,5,False,False
180,same shape as a blue object,False,15,6,1,16,6,0.5961564203730632,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue triangle,hg37,6,True,False
181,same shape as a blue object,False,16,7,0,7,14,0.19004490031738897,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg37,7,False,False
182,same shape as a blue object,False,17,8,0,1,20,0.03441109018137922,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg37,8,False,False
183,same shape as a blue object,False,18,8,0,15,6,0.19397451017357525,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg37,8,False,False
