,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer
7328,blue or green,True,16,6,1,22,4,0.857415887113234,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue rectangle,hg08,6,True
7329,blue or green,True,17,7,1,26,0,0.9352814513712246,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue rectangle,hg08,7,True
7330,blue or green,True,18,7,1,20,6,0.8553645348162036,"""λx.apply7(not,apply1(yellow,x.o))""
",small blue circle,hg08,7,True
7331,blue or green,True,19,7,1,20,6,0.8372908559558709,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue circle,hg08,7,True
7332,blue or green,True,20,7,0,2,24,0.2900187863044721,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow circle,hg08,7,False
7333,blue or green,True,21,7,0,4,22,0.2629201222711117,"""λx.apply7(not,apply1(yellow,x.o))""
",small yellow circle,hg08,7,False
7334,blue or green,True,22,8,1,25,1,0.9618403221932113,"""λx.apply7(not,apply1(yellow,x.o))""
",small green rectangle,hg08,8,True
7335,blue or green,True,23,8,0,3,23,0.05787450847060427,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow circle,hg08,8,False
7336,blue or green,True,24,8,1,26,0,0.9679191754072463,"""λx.apply7(not,apply1(yellow,x.o))""
",large green rectangle,hg08,8,True
7337,blue or green,True,25,8,1,23,3,0.9547809432785925,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green circle,hg08,8,True
7338,blue or green,True,26,9,1,26,0,0.9952570314766263,"""λx.apply7(not,apply1(yellow,x.o))""
",small green rectangle,hg08,9,True
7339,blue or green,True,27,9,1,25,1,0.9763340704356551,"""λx.apply7(not,apply1(yellow,x.o))""
",large green triangle,hg08,9,True
7340,blue or green,True,28,9,1,25,1,0.9755593673783096,"""λx.apply7(not,apply1(yellow,x.o))""
",small green triangle,hg08,9,True
7341,blue or green,True,29,10,0,5,21,0.2622761518405241,"""λx.apply7(not,apply1(yellow,x.o))""
",small yellow triangle,hg08,10,False
7342,blue or green,True,30,10,0,6,20,0.09165266811908168,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow circle,hg08,10,False
7343,blue or green,True,31,10,1,26,0,0.9272148093448322,"""λx.apply7(not,apply1(yellow,x.o))""
",small blue circle,hg08,10,True
7344,blue or green,True,32,11,1,24,1,0.9655100581596798,"""λx.apply7(not,apply1(yellow,x.o))""
",large blue triangle,hg08,11,True
7345,blue or green,True,33,11,0,3,22,0.08799529456928212,"""λx.apply7(not,apply1(yellow,x.o))""
",small yellow triangle,hg08,11,False
7346,blue or green,True,34,11,1,24,1,0.9791500894278897,"""λx.apply7(not,apply1(yellow,x.o))""
",large green circle,hg08,11,True
7347,blue or green,True,35,11,1,19,6,0.9649256986604087,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue triangle,hg08,11,True
7348,blue or green,True,36,12,1,25,0,0.9813968708377843,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green triangle,hg08,12,True
7349,blue or green,True,37,13,1,24,1,0.9871031427129537,"""λx.apply7(not,apply1(yellow,x.o))""
",large blue rectangle,hg08,13,True
7350,blue or green,True,38,13,1,24,1,0.9829714428573197,"""λx.apply7(not,apply1(yellow,x.o))""
",large green rectangle,hg08,13,True
7351,blue or green,True,39,13,0,2,23,0.07859947980193738,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow circle,hg08,13,False
7352,blue or green,True,40,14,1,24,1,0.9912861688395651,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue rectangle,hg08,14,True
7353,blue or green,True,41,15,0,2,23,0.14771001858525779,"""λx.apply7(not,apply1(yellow,x.o))""
",small yellow triangle,hg08,15,False
7354,blue or green,True,42,15,1,24,1,0.9821682120575588,"""λx.apply7(not,apply1(yellow,x.o))""
",large green triangle,hg08,15,True
7355,blue or green,True,43,16,1,22,3,0.9658391670171795,"""λx.apply7(not,apply1(yellow,x.o))""
",large blue circle,hg08,16,True
7356,blue or green,True,44,16,0,1,24,0.08596292130391703,"""λx.apply7(not,apply1(yellow,x.o))""
",small yellow rectangle,hg08,16,False
7357,blue or green,True,45,16,1,24,1,0.9921313356876453,"""λx.apply7(not,apply1(yellow,x.o))""
",large blue rectangle,hg08,16,True
7358,blue or green,True,46,17,1,21,4,0.9646444519156603,"""λx.apply7(not,apply1(yellow,x.o))""
",small green rectangle,hg08,17,True
7359,blue or green,True,47,18,0,2,23,0.09763307789808096,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow circle,hg08,18,False
7360,blue or green,True,48,18,1,21,4,0.9833611115680014,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue triangle,hg08,18,True
7361,blue or green,True,49,18,1,21,4,0.9791325540394382,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green circle,hg08,18,True
7362,blue or green,True,50,18,1,23,2,0.9937728819684253,"""λx.apply7(not,apply1(yellow,x.o))""
",small blue rectangle,hg08,18,True
7363,blue or green,True,51,19,1,24,1,0.9949083517103645,"""λx.apply7(not,apply1(yellow,x.o))""
",large blue triangle,hg08,19,True
7364,blue or green,True,52,19,1,24,1,0.9890678478410564,"""λx.apply7(not,apply1(yellow,x.o))""
",small green rectangle,hg08,19,True
7365,blue or green,True,53,19,1,22,3,0.9888213674580584,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green rectangle,hg08,19,True
7366,blue or green,True,54,19,1,24,1,0.9943448588619503,"""λx.apply7(not,apply1(yellow,x.o))""
",large green circle,hg08,19,True
7367,blue or green,True,55,19,1,23,2,0.9930390198775285,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green triangle,hg08,19,True
7368,blue or green,True,56,20,1,23,2,0.9963238640401642,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue rectangle,hg08,20,True
7369,blue or green,True,57,21,1,23,2,0.9921632697927407,"""λx.apply7(not,apply1(yellow,x.o))""
",large green circle,hg08,21,True
7370,blue or green,True,58,21,1,22,3,0.9917937333315194,"""λx.apply7(not,apply1(yellow,x.o))""
",small blue triangle,hg08,21,True
7371,blue or green,True,59,21,0,1,24,0.11565385322933253,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow rectangle,hg08,21,False
7372,blue or green,True,60,21,0,2,23,0.18637506932361703,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow triangle,hg08,21,False
7373,blue or green,True,61,21,1,22,3,0.9931100976634752,"""λx.apply7(not,apply1(yellow,x.o))""
",medium blue triangle,hg08,21,True
7374,blue or green,True,62,22,1,24,1,0.9975528995330478,"""λx.apply7(not,apply1(yellow,x.o))""
",small green circle,hg08,22,True
7375,blue or green,True,63,22,1,24,1,0.9987982071112356,"""λx.apply7(not,apply1(yellow,x.o))""
",large blue rectangle,hg08,22,True
7376,blue or green,True,64,22,1,24,1,0.9931700293246877,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green rectangle,hg08,22,True
7377,blue or green,True,65,23,1,25,0,0.9933679407904492,"""λx.apply7(not,apply1(yellow,x.o))""
",small green triangle,hg08,23,True
7378,blue or green,True,66,23,1,25,0,0.9944965148358733,"""λx.apply7(not,apply1(yellow,x.o))""
",large blue triangle,hg08,23,True
7379,blue or green,True,67,24,0,2,23,0.10865741460895606,"""λx.apply7(not,apply1(yellow,x.o))""
",large yellow rectangle,hg08,24,False
7380,blue or green,True,68,24,1,23,2,0.9983010773083834,"""λx.apply7(not,apply1(yellow,x.o))""
",large green triangle,hg08,24,True
7381,blue or green,True,69,24,0,1,24,0.05215939957417959,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow circle,hg08,24,False
7382,blue or green,True,70,24,1,24,1,0.9953833410040716,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green rectangle,hg08,24,True
7383,blue or green,True,71,24,0,3,22,0.04509707966451515,"""λx.apply7(not,apply1(yellow,x.o))""
",small yellow rectangle,hg08,24,False
7384,blue or green,True,72,25,0,2,23,0.09524584485802734,"""λx.apply7(not,apply1(yellow,x.o))""
",medium yellow triangle,hg08,25,False
4605,circle and blue,True,0,1,0,16,7,0.39318178081134647,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large yellow rectangle,hg09,1,False
4606,circle and blue,True,1,2,0,9,14,0.4592202889523378,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg09,2,False
4607,circle and blue,True,2,2,0,14,9,0.4246201533533167,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg09,2,False
4608,circle and blue,True,3,3,1,13,10,0.4016558602177156,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg09,3,False
4609,circle and blue,True,4,3,0,6,17,0.3066203738354716,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg09,3,False
4610,circle and blue,True,5,3,0,9,14,0.26996399360984924,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg09,3,False
4611,circle and blue,True,6,3,0,12,11,0.3200467352947953,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg09,3,False
4612,circle and blue,True,7,3,0,9,14,0.27730697595825404,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg09,3,False
4613,circle and blue,True,8,4,0,5,18,0.17306636755108684,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg09,4,False
4614,circle and blue,True,9,4,0,3,20,0.1396187338954178,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg09,4,False
4615,circle and blue,True,10,4,0,5,18,0.12898740474361148,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg09,4,False
4616,circle and blue,True,11,4,0,2,21,0.13338099844725093,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg09,4,False
4617,circle and blue,True,12,5,0,2,21,0.06470876492539901,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg09,5,False
4618,circle and blue,True,13,5,0,2,21,0.1058358944704878,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg09,5,False
4619,circle and blue,True,14,5,0,4,19,0.1245708503250853,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg09,5,False
4620,circle and blue,True,15,5,0,2,21,0.0846618194069606,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg09,5,False
4621,circle and blue,True,16,6,0,2,21,0.11518900978614965,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg09,6,False
4622,circle and blue,True,17,6,0,2,21,0.11108571723627847,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg09,6,False
4623,circle and blue,True,18,6,0,2,21,0.1260517358090283,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg09,6,False
4624,circle and blue,True,19,6,0,4,19,0.10640523528832091,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg09,6,False
4625,circle and blue,True,20,7,0,1,22,0.05195905875132212,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg09,7,False
4626,circle and blue,True,21,8,1,12,11,0.31821036520352664,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg09,8,False
4627,circle and blue,True,22,8,0,2,21,0.08202099688253384,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg09,8,False
4628,circle and blue,True,23,8,0,3,20,0.06368836166814162,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg09,8,False
4629,circle and blue,True,24,9,0,3,20,0.09238999015451554,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg09,9,False
4630,circle and blue,True,25,9,0,4,19,0.18321151365989863,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg09,9,False
4631,circle and blue,True,26,9,0,0,23,0.04192637860182913,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg09,9,False
4632,circle and blue,True,27,10,1,22,1,0.5012179842507294,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg09,10,True
4633,circle and blue,True,28,10,0,1,22,0.020802308287898086,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg09,10,False
4634,circle and blue,True,29,10,0,2,21,0.0374532486971475,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg09,10,False
4635,circle and blue,True,30,11,0,0,23,0.022352264440655745,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg09,11,False
4636,circle and blue,True,31,11,0,1,22,0.020501865466940217,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow rectangle,hg09,11,False
4637,circle and blue,True,32,11,0,1,22,0.015532443527376927,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg09,11,False
4638,circle and blue,True,33,11,1,20,3,0.610449358607525,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg09,11,True
4639,circle and blue,True,34,12,0,1,22,0.006703512297690395,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",large green triangle,hg09,12,False
4640,circle and blue,True,35,12,0,1,22,0.00968937332072528,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small yellow rectangle,hg09,12,False
4641,circle and blue,True,36,12,1,21,2,0.8697468855065154,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",large blue circle,hg09,12,True
4642,circle and blue,True,37,13,0,1,22,0.00827273697518649,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",medium green rectangle,hg09,13,False
4643,circle and blue,True,38,13,1,22,1,0.9304180959484256,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",large blue circle,hg09,13,True
4644,circle and blue,True,39,13,0,2,21,0.03908153617169319,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small green circle,hg09,13,False
4645,circle and blue,True,40,14,0,0,23,0.07019873888430084,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small yellow circle,hg09,14,False
4646,circle and blue,True,41,14,0,2,21,0.008231460281422187,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",medium yellow triangle,hg09,14,False
4647,circle and blue,True,42,14,0,1,22,0.08125167629373209,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",large yellow circle,hg09,14,False
4648,circle and blue,True,43,14,0,2,21,0.26335927841046214,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small blue rectangle,hg09,14,False
4649,circle and blue,True,44,14,0,2,21,0.007717872827697647,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small yellow triangle,hg09,14,False
4650,circle and blue,True,45,15,0,0,23,0.008008700436448635,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",large green triangle,hg09,15,False
4651,circle and blue,True,46,15,0,1,22,0.0031566287343594013,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small yellow rectangle,hg09,15,False
4652,circle and blue,True,47,15,0,1,22,0.006895580820582836,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small green rectangle,hg09,15,False
4653,circle and blue,True,48,16,0,0,23,0.15927156257123443,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg09,16,False
4654,circle and blue,True,49,16,0,1,22,0.010397535635433997,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg09,16,False
4655,circle and blue,True,50,17,0,2,21,0.266660971206079,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg09,17,False
4656,circle and blue,True,51,18,1,21,2,0.719430043252828,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg09,18,True
4657,circle and blue,True,52,18,0,1,22,0.06324987011669236,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg09,18,False
4658,circle and blue,True,53,18,0,1,22,0.010754624120409062,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg09,18,False
4659,circle and blue,True,54,18,0,1,22,0.10017115361756623,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg09,18,False
4660,circle and blue,True,55,18,0,1,22,0.004699681981946924,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg09,18,False
4661,circle and blue,True,56,19,0,0,23,0.0019211550470572547,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small green rectangle,hg09,19,False
4662,circle and blue,True,57,19,0,2,21,0.0098070890571762,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",medium green triangle,hg09,19,False
4663,circle and blue,True,58,19,0,1,22,0.03160259458729797,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",large blue triangle,hg09,19,False
4664,circle and blue,True,59,19,0,1,22,0.024349224911134115,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",small yellow circle,hg09,19,False
4665,circle and blue,True,60,19,0,3,20,0.010589750902568085,"""λx.apply1(compose11(compose8(and,circle),blue),x.o)""
",medium yellow rectangle,hg09,19,False
4666,circle and blue,True,61,20,0,2,21,0.053246791769197444,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg09,20,False
4667,circle and blue,True,62,20,0,1,22,0.011821662973943603,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg09,20,False
4668,circle and blue,True,63,20,0,1,22,0.019904020948501966,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg09,20,False
4669,circle and blue,True,64,21,0,1,22,0.007607878847352367,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg09,21,False
4670,circle and blue,True,65,21,0,1,22,0.04113739894023638,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg09,21,False
4671,circle and blue,True,66,22,0,1,22,0.007120106031607065,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg09,22,False
4672,circle and blue,True,67,22,0,0,23,0.009388978253014102,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg09,22,False
4673,circle and blue,True,68,22,0,2,21,0.012274196428052164,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg09,22,False
4674,circle and blue,True,69,22,0,1,22,0.006830395616248097,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg09,22,False
4675,circle and blue,True,70,23,0,1,22,0.006031172126313322,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg09,23,False
4676,circle and blue,True,71,23,0,1,22,0.0024522171312355567,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg09,23,False
4677,circle and blue,True,72,24,0,1,22,0.02717941031482951,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg09,24,False
4678,circle and blue,True,73,25,0,0,23,0.019297915329957505,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg09,25,False
4679,circle and blue,True,74,25,0,2,21,0.07318293677337806,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg09,25,False
4680,circle and blue,True,75,25,0,1,22,0.059956315343811184,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg09,25,False
4681,circle and blue,True,76,25,0,1,22,0.024253567652294805,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg09,25,False
4682,circle and blue,True,77,25,0,1,22,0.03459017893112559,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg09,25,False
4154,circle and (not blue),True,0,1,0,14,9,0.44824536618693855,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large green triangle,hg10,1,False
4155,circle and (not blue),True,1,1,1,8,15,0.4734516040532526,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green circle,hg10,1,False
4156,circle and (not blue),True,2,2,0,4,19,0.4712382892083724,"""λx.apply7(not,apply1(large,x.o))""
",small blue rectangle,hg10,2,False
4157,circle and (not blue),True,3,2,0,3,20,0.38569219459122905,"""λx.apply7(not,apply1(large,x.o))""
",small yellow rectangle,hg10,2,False
4158,circle and (not blue),True,4,2,0,10,13,0.4715867919201173,"""λx.apply7(not,apply1(large,x.o))""
",medium green rectangle,hg10,2,False
4159,circle and (not blue),True,5,3,0,13,10,0.4596955478916698,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg10,3,False
4160,circle and (not blue),True,6,3,0,12,11,0.40465017329756847,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg10,3,False
4161,circle and (not blue),True,7,4,0,1,22,0.17071578864715775,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg10,4,False
4162,circle and (not blue),True,8,4,0,0,23,0.11994447514484818,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg10,4,False
4163,circle and (not blue),True,9,5,0,1,22,0.2774239553057214,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg10,5,False
4164,circle and (not blue),True,10,5,1,4,19,0.39467884465079806,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg10,5,False
4165,circle and (not blue),True,11,5,1,17,6,0.3380793247301881,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg10,5,False
4166,circle and (not blue),True,12,5,1,1,22,0.32381658838460226,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg10,5,False
4167,circle and (not blue),True,13,6,0,0,23,0.10104063935705199,"""λx.apply1(circle,x.o)""
",medium green rectangle,hg10,6,False
4168,circle and (not blue),True,14,6,1,22,1,0.8473543779215333,"""λx.apply1(circle,x.o)""
",small yellow circle,hg10,6,True
4169,circle and (not blue),True,15,6,0,1,22,0.08978040310921642,"""λx.apply1(circle,x.o)""
",small green triangle,hg10,6,False
4170,circle and (not blue),True,16,6,0,1,22,0.11261034935785119,"""λx.apply1(circle,x.o)""
",small yellow rectangle,hg10,6,False
4171,circle and (not blue),True,17,6,0,0,23,0.0753522503222257,"""λx.apply1(circle,x.o)""
",medium green triangle,hg10,6,False
4172,circle and (not blue),True,18,7,0,0,23,0.12995973660565596,"""λx.apply1(circle,x.o)""
",large blue triangle,hg10,7,False
4173,circle and (not blue),True,19,7,1,20,3,0.8515819399507336,"""λx.apply1(circle,x.o)""
",large green circle,hg10,7,True
4174,circle and (not blue),True,20,8,0,0,23,0.03126181388427085,"""λx.apply1(circle,x.o)""
",small blue triangle,hg10,8,False
4175,circle and (not blue),True,21,8,0,0,23,0.019256348291037284,"""λx.apply1(circle,x.o)""
",small green rectangle,hg10,8,False
4176,circle and (not blue),True,22,8,0,0,23,0.043152500942255756,"""λx.apply1(circle,x.o)""
",large green rectangle,hg10,8,False
4177,circle and (not blue),True,23,9,0,0,23,0.017531323285879807,"""λx.apply1(circle,x.o)""
",large green rectangle,hg10,9,False
4178,circle and (not blue),True,24,9,0,0,23,0.016534279781126315,"""λx.apply1(circle,x.o)""
",medium green rectangle,hg10,9,False
4179,circle and (not blue),True,25,9,0,6,17,0.4095055865265067,"""λx.apply1(circle,x.o)""
",small blue circle,hg10,9,False
4180,circle and (not blue),True,26,9,0,0,23,0.009074109618381954,"""λx.apply1(circle,x.o)""
",small green triangle,hg10,9,False
4181,circle and (not blue),True,27,10,0,0,23,0.05586513216996991,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",medium yellow rectangle,hg10,10,False
4182,circle and (not blue),True,28,10,0,2,21,0.17465081924262904,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",medium blue circle,hg10,10,False
4183,circle and (not blue),True,29,10,1,22,1,0.7485978879412869,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",large green circle,hg10,10,True
4184,circle and (not blue),True,30,11,1,23,0,0.8767171186307223,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",medium green circle,hg10,11,True
4185,circle and (not blue),True,31,11,0,0,23,0.021716961188758432,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",large green rectangle,hg10,11,False
4186,circle and (not blue),True,32,12,0,0,23,0.008230346911091146,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",small green rectangle,hg10,12,False
4187,circle and (not blue),True,33,12,0,0,23,0.018053238195079757,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",medium yellow triangle,hg10,12,False
4188,circle and (not blue),True,34,12,0,0,23,0.048760621080873534,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",small blue rectangle,hg10,12,False
4189,circle and (not blue),True,35,12,0,0,23,0.052581112687107634,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",large blue rectangle,hg10,12,False
4190,circle and (not blue),True,36,12,0,1,22,0.019619861082333045,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",large yellow triangle,hg10,12,False
4191,circle and (not blue),True,37,13,1,23,0,0.9147999774208984,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",medium green circle,hg10,13,True
4192,circle and (not blue),True,38,14,0,1,22,0.008662267400382007,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",small green rectangle,hg10,14,False
4193,circle and (not blue),True,39,14,0,0,23,0.026362420765735806,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",large blue triangle,hg10,14,False
4194,circle and (not blue),True,40,14,0,2,21,0.2508272570585177,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",medium blue circle,hg10,14,False
4195,circle and (not blue),True,41,15,0,0,23,0.08857289220577513,"""λx.apply1(compose11(compose8(and,compose11(compose8(or,yellow),green)),circle),x.o)""
",medium blue circle,hg10,15,False
4196,circle and (not blue),True,42,16,0,0,23,0.01705597177317486,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",medium blue rectangle,hg10,16,False
4197,circle and (not blue),True,43,17,0,0,23,0.021789328734939772,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",small yellow rectangle,hg10,17,False
4198,circle and (not blue),True,44,17,0,0,23,0.013765946791409078,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",small blue triangle,hg10,17,False
4199,circle and (not blue),True,45,17,0,1,22,0.08365545316928547,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",medium blue circle,hg10,17,False
4200,circle and (not blue),True,46,18,0,0,23,0.024479324159869975,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",medium yellow rectangle,hg10,18,False
4201,circle and (not blue),True,47,18,1,23,0,0.7911029965135867,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",large green circle,hg10,18,True
4202,circle and (not blue),True,48,18,1,23,0,0.8028892008021558,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",medium green circle,hg10,18,True
4203,circle and (not blue),True,49,18,0,0,23,0.015734580927301067,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",small blue rectangle,hg10,18,False
4204,circle and (not blue),True,50,19,0,0,23,0.002523458644532184,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",small yellow triangle,hg10,19,False
4205,circle and (not blue),True,51,19,0,0,23,0.008917833672740016,"""λx.apply1(compose11(compose8(and,circle),green),x.o)""
",large blue triangle,hg10,19,False
